spliced,unspliced,Entry,Length,spliced_peptides_per_thousand_residues
1.0,1.0,Q8TDW0,803,1.2453300124533002
1.0,5.0,P14625,803,1.2453300124533002
1.0,0.0,Q8TCG5,803,1.2453300124533002
1.0,0.0,O95294,804,1.243781094527363
1.0,0.0,Q9Y6T7,804,1.243781094527363
1.0,0.0,Q8TAG9,804,1.243781094527363
1.0,5.0,O75410,805,1.2422360248447206
1.0,2.0,O43299,807,1.2391573729863692
1.0,1.0,Q4KMP7,808,1.2376237623762376
1.0,11.0,Q12788,808,1.2376237623762376
1.0,6.0,Q03518,808,1.2376237623762376
2.0,2.0,Q8N139,1617,1.2368583797155226
3.0,12.0,P18583,2426,1.2366034624896949
1.0,0.0,Q96JS3,809,1.2360939431396785
1.0,0.0,Q92832,810,1.2345679012345678
1.0,0.0,O75152,810,1.2345679012345678
1.0,1.0,Q0JRZ9,810,1.2345679012345678
1.0,2.0,Q9BXR5,811,1.2330456226880395
1.0,0.0,Q9Y2D4,811,1.2330456226880395
1.0,0.0,Q8IU80,811,1.2330456226880395
1.0,5.0,P46087,812,1.2315270935960592
1.0,0.0,Q96JE9,813,1.2300123001230012
1.0,1.0,Q9Y6W3,813,1.2300123001230012
2.0,0.0,Q13219,1627,1.229256299938537
1.0,0.0,P55291,814,1.2285012285012284
1.0,1.0,Q70EL2,814,1.2285012285012284
3.0,10.0,Q96JI7,2443,1.2279983626688498
1.0,2.0,Q96SB3,815,1.2269938650306749
1.0,1.0,P54253,815,1.2269938650306749
1.0,8.0,Q5R372,815,1.2269938650306749
1.0,0.0,A6NNM8,815,1.2269938650306749
1.0,1.0,Q9UBF8,816,1.2254901960784315
1.0,0.0,Q8N0W4,816,1.2254901960784315
1.0,0.0,P0C7V6,817,1.2239902080783354
3.0,0.0,Q8NDH2,2452,1.223491027732463
1.0,0.0,Q17R89,818,1.2224938875305624
1.0,0.0,Q32MK0,819,1.221001221001221
1.0,0.0,O75366,819,1.221001221001221
3.0,0.0,Q7Z442,2459,1.2200081333875559
2.0,6.0,P53675,1640,1.2195121951219512
1.0,0.0,Q9UKF5,820,1.2195121951219512
1.0,0.0,P20807,821,1.2180267965895248
1.0,4.0,Q6PJG6,821,1.2180267965895248
1.0,10.0,Q14566,821,1.2180267965895248
2.0,0.0,O15054,1643,1.2172854534388313
1.0,1.0,O43747,822,1.2165450121654502
1.0,0.0,P07332,822,1.2165450121654502
1.0,2.0,Q9Y5T5,823,1.215066828675577
1.0,0.0,Q5CZ79,823,1.215066828675577
2.0,0.0,Q8WXG6,1647,1.2143290831815423
1.0,5.0,Q9UDY8,824,1.2135922330097086
1.0,3.0,O75626,825,1.2121212121212122
1.0,0.0,Q5H9T9,825,1.2121212121212122
2.0,0.0,O95785,1651,1.2113870381586918
1.0,6.0,Q9BQ52,826,1.2106537530266344
1.0,7.0,Q16665,826,1.2106537530266344
1.0,1.0,A2RRH5,827,1.2091898428053203
1.0,0.0,A5YM72,827,1.2091898428053203
1.0,5.0,Q9NXE4,827,1.2091898428053203
7.0,0.0,Q8IVF2,5795,1.2079378774805867
1.0,0.0,Q96JB2,828,1.2077294685990339
1.0,0.0,P35712,828,1.2077294685990339
1.0,0.0,P0C7U0,828,1.2077294685990339
1.0,1.0,Q5VVJ2,828,1.2077294685990339
2.0,1.0,Q96Q42,1657,1.2070006035003018
1.0,2.0,Q5BJF6,829,1.2062726176115801
2.0,0.0,O43151,1660,1.2048192771084338
1.0,0.0,Q92831,832,1.201923076923077
1.0,0.0,Q8N7U6,833,1.2004801920768307
1.0,1.0,Q6IN85,833,1.2004801920768307
1.0,0.0,Q86V20,835,1.1976047904191616
1.0,5.0,Q8N1G2,835,1.1976047904191616
1.0,0.0,Q59H18,835,1.1976047904191616
1.0,0.0,Q9H165,835,1.1976047904191616
1.0,0.0,Q8NFZ4,835,1.1976047904191616
1.0,9.0,Q13263,835,1.1976047904191616
1.0,0.0,Q9NYF0,836,1.1961722488038278
1.0,0.0,Q8N394,836,1.1961722488038278
1.0,0.0,Q13507,836,1.1961722488038278
1.0,0.0,Q8IW52,837,1.194743130227001
1.0,0.0,O15394,837,1.194743130227001
1.0,2.0,Q9NVR5,837,1.194743130227001
1.0,5.0,Q92830,837,1.194743130227001
1.0,2.0,Q13724,837,1.194743130227001
1.0,0.0,Q04671,838,1.1933174224343677
1.0,14.0,Q9NRZ9,838,1.1933174224343677
3.0,1.0,Q8IWT3,2517,1.1918951132300357
1.0,4.0,Q9UP83,839,1.1918951132300357
1.0,0.0,O00206,839,1.1918951132300357
1.0,0.0,Q8N2Q7,840,1.1904761904761907
1.0,0.0,Q5FWF5,840,1.1904761904761907
1.0,0.0,Q4V328,841,1.1890606420927465
1.0,0.0,P51957,841,1.1890606420927465
1.0,0.0,Q9BZF2,842,1.187648456057007
3.0,0.0,Q5S007,2527,1.187178472497032
1.0,0.0,Q9Y2T1,843,1.1862396204033216
1.0,0.0,Q7RTY8,843,1.1862396204033216
1.0,0.0,Q9H156,845,1.183431952662722
1.0,1.0,O15516,846,1.1820330969267139
1.0,2.0,Q6PCB5,846,1.1820330969267139
1.0,0.0,Q9Y4K4,846,1.1820330969267139
2.0,0.0,Q4KWH8,1693,1.1813349084465445
1.0,1.0,P06737,847,1.1806375442739079
1.0,3.0,P42226,847,1.1806375442739079
1.0,4.0,P43243,847,1.1806375442739079
1.0,0.0,Q8N475,847,1.1806375442739079
1.0,0.0,P20273,847,1.1806375442739079
1.0,0.0,Q5VTH9,848,1.1792452830188678
1.0,4.0,Q9BZJ0,848,1.1792452830188678
2.0,3.0,Q9NZM3,1697,1.1785503830288744
3.0,5.0,B2RTY4,2548,1.1773940345368916
1.0,0.0,Q15283,850,1.176470588235294
1.0,0.0,Q03167,851,1.1750881316098707
1.0,4.0,Q86WA8,852,1.1737089201877935
1.0,0.0,Q7RTX0,852,1.1737089201877935
2.0,1.0,Q8WZ64,1704,1.1737089201877935
1.0,6.0,O60341,852,1.1737089201877935
1.0,0.0,Q8IWY8,852,1.1737089201877935
2.0,0.0,Q8N1W1,1705,1.1730205278592376
6.0,0.0,Q4G0P3,5121,1.1716461628588166
1.0,0.0,Q96T21,854,1.17096018735363
1.0,0.0,Q9BYN7,854,1.17096018735363
1.0,0.0,P35913,854,1.17096018735363
4.0,3.0,P51587,3418,1.1702750146284377
3.0,0.0,Q9H254,2564,1.1700468018720749
1.0,5.0,Q86Y56,855,1.1695906432748537
2.0,4.0,O14646,1710,1.1695906432748537
1.0,2.0,Q6NSI4,855,1.1695906432748537
1.0,0.0,Q8N0Z3,855,1.1695906432748537
1.0,0.0,Q3MJ16,856,1.1682242990654206
1.0,4.0,Q9BUJ2,856,1.1682242990654206
1.0,2.0,O15381,856,1.1682242990654206
1.0,1.0,Q9UPQ3,857,1.1668611435239205
4.0,1.0,Q5T011,3432,1.1655011655011656
1.0,0.0,Q5T0F9,858,1.1655011655011656
1.0,0.0,Q14721,858,1.1655011655011656
1.0,0.0,O60602,858,1.1655011655011656
2.0,1.0,O60346,1717,1.1648223645894002
1.0,0.0,Q8NFW9,859,1.1641443538998835
1.0,0.0,Q9Y561,859,1.1641443538998835
1.0,0.0,Q96JP9,859,1.1641443538998835
3.0,0.0,Q9HCE0,2579,1.1632415664986429
1.0,4.0,Q8N5H7,860,1.1627906976744187
1.0,0.0,P16499,860,1.1627906976744187
2.0,0.0,Q9NZ56,1722,1.1614401858304297
1.0,2.0,O95985,862,1.160092807424594
1.0,0.0,Q15276,862,1.160092807424594
1.0,2.0,Q86TI2,863,1.1587485515643106
1.0,11.0,P33991,863,1.1587485515643106
1.0,1.0,Q13822,863,1.1587485515643106
1.0,0.0,Q13444,863,1.1587485515643106
2.0,4.0,Q7KZ85,1726,1.1587485515643106
1.0,1.0,P11171,864,1.1574074074074074
1.0,0.0,P29376,864,1.1574074074074074
1.0,0.0,O43490,865,1.1560693641618498
1.0,0.0,P42658,865,1.1560693641618498
3.0,1.0,Q86UK0,2595,1.1560693641618498
1.0,3.0,Q9NWF9,866,1.1547344110854503
1.0,0.0,Q9UHJ3,866,1.1547344110854503
1.0,0.0,O15146,869,1.1507479861910241
1.0,0.0,Q96GP6,870,1.1494252873563218
1.0,3.0,P56945,870,1.1494252873563218
1.0,4.0,P50570,870,1.1494252873563218
4.0,1.0,Q7Z408,3487,1.1471178663607686
1.0,1.0,Q5H9R7,873,1.1454753722794961
3.0,4.0,Q9UPU5,2620,1.1450381679389314
2.0,1.0,Q9HCM1,1747,1.1448196908986834
1.0,0.0,Q75VX8,874,1.1441647597254005
1.0,0.0,Q8TF61,875,1.142857142857143
1.0,0.0,P56730,875,1.142857142857143
1.0,3.0,Q9BXP5,876,1.141552511415525
2.0,0.0,P39060,1754,1.1402508551881414
1.0,0.0,Q9BZL6,878,1.1389521640091116
1.0,1.0,P52735,878,1.1389521640091116
1.0,1.0,Q9H0X9,879,1.1376564277588168
1.0,0.0,Q68CR7,880,1.1363636363636362
1.0,0.0,Q8NHY3,880,1.1363636363636362
1.0,1.0,Q8WYR1,880,1.1363636363636362
1.0,2.0,Q68EM7,881,1.1350737797956867
1.0,6.0,Q8TDD1,881,1.1350737797956867
1.0,1.0,Q0VG06,881,1.1350737797956867
1.0,3.0,Q9UPN7,881,1.1350737797956867
1.0,0.0,Q9H4G0,881,1.1350737797956867
3.0,2.0,Q13535,2644,1.13464447806354
1.0,0.0,Q8IUR5,882,1.1337868480725624
1.0,0.0,P12830,882,1.1337868480725624
1.0,0.0,Q8TEJ3,882,1.1337868480725624
3.0,19.0,P21333,2647,1.1333585190782018
4.0,0.0,Q9UKN7,3530,1.13314447592068
1.0,0.0,Q9Y6F6,885,1.1299435028248588
1.0,2.0,Q4FZB7,885,1.1299435028248588
1.0,1.0,Q9UL03,887,1.1273957158962795
1.0,0.0,Q9H3T3,888,1.1261261261261262
1.0,0.0,Q96EN8,888,1.1261261261261262
1.0,0.0,Q86VP3,889,1.124859392575928
1.0,0.0,P21399,889,1.124859392575928
1.0,0.0,O14526,889,1.124859392575928
1.0,0.0,Q6P5Z2,889,1.124859392575928
1.0,0.0,Q06033,890,1.1235955056179776
1.0,6.0,O95235,890,1.1235955056179776
1.0,0.0,Q06418,890,1.1235955056179776
1.0,0.0,O60741,890,1.1235955056179776
1.0,0.0,Q9Y334,891,1.122334455667789
1.0,4.0,Q08AF3,891,1.122334455667789
1.0,1.0,O15265,892,1.1210762331838564
1.0,0.0,P59044,892,1.1210762331838564
1.0,2.0,Q96KM6,892,1.1210762331838564
1.0,5.0,Q14764,893,1.1198208286674132
2.0,2.0,P07942,1786,1.1198208286674132
1.0,0.0,P30530,894,1.1185682326621924
1.0,2.0,Q9NV70,894,1.1185682326621924
1.0,0.0,Q9NQV7,894,1.1185682326621924
1.0,1.0,Q8WYP3,895,1.1173184357541899
1.0,1.0,P42566,896,1.1160714285714286
1.0,2.0,Q99708,897,1.1148272017837235
1.0,0.0,Q8NI77,898,1.1135857461024499
2.0,1.0,Q05707,1796,1.1135857461024499
1.0,5.0,Q92973,898,1.1135857461024499
1.0,5.0,Q9ULV3,898,1.1135857461024499
1.0,0.0,C9JH25,899,1.1123470522803114
1.0,0.0,Q9C0I3,900,1.1111111111111112
3.0,5.0,Q14571,2701,1.1106997408367272
1.0,0.0,B4DH59,902,1.1086474501108647
2.0,8.0,O43166,1804,1.1086474501108647
1.0,3.0,Q9BSJ2,902,1.1086474501108647
2.0,0.0,Q9H1H9,1805,1.10803324099723
1.0,0.0,Q15031,903,1.1074197120708749
1.0,2.0,Q96J02,903,1.1074197120708749
1.0,1.0,Q7Z2K6,904,1.1061946902654867
1.0,0.0,O15455,904,1.1061946902654867
1.0,0.0,Q008S8,904,1.1061946902654867
1.0,9.0,P49736,904,1.1061946902654867
1.0,0.0,Q8IY33,904,1.1061946902654867
1.0,2.0,Q15361,905,1.1049723756906078
1.0,0.0,Q8TDI7,906,1.1037527593818985
1.0,0.0,O60641,907,1.1025358324145536
1.0,2.0,Q9HCG8,908,1.1013215859030838
2.0,9.0,P52948,1817,1.100715465052284
2.0,0.0,Q8WWQ0,1821,1.098297638660077
1.0,0.0,Q9H330,911,1.0976948408342482
1.0,0.0,P49917,911,1.0976948408342482
1.0,0.0,A1X283,911,1.0976948408342482
1.0,0.0,P19827,911,1.0976948408342482
1.0,0.0,Q96AV8,911,1.0976948408342482
2.0,0.0,Q16363,1823,1.0970927043335161
5.0,0.0,P04114,4563,1.0957703265395573
4.0,6.0,Q96T58,3664,1.0917030567685588
1.0,0.0,P55283,916,1.0917030567685588
1.0,0.0,Q9UPX6,916,1.0917030567685588
1.0,0.0,Q2TAC2,916,1.0917030567685588
1.0,1.0,Q8IWX8,916,1.0917030567685588
2.0,0.0,Q8IY92,1834,1.0905125408942202
1.0,4.0,P19367,917,1.0905125408942202
1.0,2.0,P52789,917,1.0905125408942202
1.0,1.0,Q92636,917,1.0905125408942202
1.0,0.0,Q2TB90,917,1.0905125408942202
1.0,1.0,Q9Y5B6,917,1.0905125408942202
2.0,5.0,O15031,1838,1.088139281828074
2.0,0.0,P20908,1838,1.088139281828074
1.0,0.0,P10275,920,1.0869565217391304
1.0,6.0,Q9NYF8,920,1.0869565217391304
1.0,6.0,Q9Y4C2,921,1.0857763300760044
1.0,1.0,A0FGR8,921,1.0857763300760044
2.0,5.0,Q14997,1843,1.0851871947911014
2.0,0.0,Q702N8,1843,1.0851871947911014
1.0,0.0,Q9HBJ7,922,1.0845986984815619
1.0,1.0,Q75T13,922,1.0845986984815619
1.0,0.0,P52790,923,1.0834236186348862
1.0,1.0,O14786,923,1.0834236186348862
1.0,0.0,Q9UMF0,924,1.0822510822510822
1.0,0.0,Q674R7,924,1.0822510822510822
1.0,2.0,Q9H0K1,926,1.0799136069114472
1.0,0.0,P29074,926,1.0799136069114472
1.0,1.0,Q9NY74,926,1.0799136069114472
5.0,5.0,O75592,4640,1.0775862068965516
2.0,0.0,O95153,1857,1.0770059235325795
2.0,0.0,Q2WGJ9,1857,1.0770059235325795
1.0,4.0,Q5VWG9,929,1.0764262648008611
5.0,14.0,Q14204,4646,1.076194575979337
2.0,4.0,Q92538,1859,1.0758472296933834
1.0,0.0,Q9H3T2,930,1.075268817204301
1.0,0.0,Q14624,930,1.075268817204301
1.0,0.0,O95427,931,1.0741138560687433
1.0,0.0,Q8IWX7,931,1.0741138560687433
1.0,0.0,Q9Y5G2,931,1.0741138560687433
2.0,1.0,Q7Z401,1863,1.0735373054213635
1.0,0.0,Q9Y5G6,932,1.0729613733905579
1.0,0.0,Q86TD4,932,1.0729613733905579
1.0,0.0,Q9Y5G7,932,1.0729613733905579
1.0,0.0,Q9NR82,932,1.0729613733905579
2.0,6.0,Q14185,1865,1.0723860589812333
3.0,8.0,O95071,2799,1.0718113612004287
1.0,1.0,Q9UN70,934,1.0706638115631693
1.0,5.0,P43246,934,1.0706638115631693
1.0,0.0,Q8NCU4,936,1.0683760683760686
1.0,0.0,Q9ULT6,936,1.0683760683760686
1.0,0.0,Q6ZNA1,936,1.0683760683760686
1.0,1.0,Q8TEV9,937,1.0672358591248667
1.0,4.0,P63010,937,1.0672358591248667
1.0,4.0,Q86XP3,938,1.0660980810234542
1.0,0.0,Q9UPR6,939,1.0649627263045793
5.0,0.0,Q9P2P6,4700,1.0638297872340425
1.0,0.0,A5D8W1,941,1.0626992561105206
1.0,0.0,Q9P2S6,941,1.0626992561105206
1.0,0.0,Q8WY36,941,1.0626992561105206
2.0,0.0,Q9ULI4,1882,1.0626992561105206
1.0,1.0,Q8TEY7,942,1.0615711252653928
1.0,0.0,P52824,942,1.0615711252653928
1.0,2.0,Q16512,942,1.0615711252653928
1.0,3.0,Q8NI08,942,1.0615711252653928
1.0,0.0,Q01974,943,1.0604453870625663
1.0,2.0,Q9UNX4,943,1.0604453870625663
1.0,0.0,Q14697,944,1.0593220338983051
1.0,3.0,Q9H3U1,944,1.0593220338983051
2.0,1.0,Q5VU65,1888,1.0593220338983051
1.0,0.0,Q8IZJ1,945,1.0582010582010584
1.0,0.0,O75185,946,1.0570824524312896
1.0,0.0,P19823,946,1.0570824524312896
8.0,10.0,Q03001,7570,1.056803170409511
1.0,0.0,Q14587,947,1.0559662090813093
1.0,0.0,Q9UN74,947,1.0559662090813093
1.0,0.0,Q8IXZ2,948,1.0548523206751055
1.0,0.0,Q9Y5I2,948,1.0548523206751055
2.0,0.0,Q9UIW2,1896,1.0548523206751055
3.0,0.0,Q7Z7M0,2845,1.0544815465729351
1.0,0.0,Q9H8L6,949,1.053740779768177
1.0,0.0,Q9Y5H6,950,1.0526315789473684
1.0,0.0,Q0P6D6,951,1.0515247108307044
1.0,0.0,Q5SY80,951,1.0515247108307044
1.0,0.0,Q8N6Y1,951,1.0515247108307044
1.0,0.0,P10253,952,1.050420168067227
2.0,6.0,Q9UIF9,1905,1.0498687664041995
1.0,1.0,Q8TCN5,953,1.0493179433368311
2.0,0.0,Q9ULL4,1909,1.0476689366160294
1.0,0.0,Q32M45,955,1.0471204188481678
1.0,4.0,Q9Y2W1,955,1.0471204188481678
1.0,2.0,Q7Z4H7,955,1.0471204188481678
1.0,0.0,Q9H4D0,955,1.0471204188481678
1.0,0.0,Q8IYE0,955,1.0471204188481678
1.0,0.0,Q9H2X0,955,1.0471204188481678
1.0,0.0,Q8NFP4,955,1.0471204188481678
1.0,2.0,Q13111,956,1.0460251046025104
1.0,6.0,O75400,957,1.0449320794148382
1.0,0.0,Q07075,957,1.0449320794148382
1.0,0.0,O15083,957,1.0449320794148382
1.0,0.0,Q96P44,957,1.0449320794148382
1.0,0.0,Q8N5R6,958,1.04384133611691
1.0,0.0,Q9UL01,958,1.04384133611691
1.0,1.0,P36776,959,1.0427528675703859
1.0,0.0,Q86Y38,959,1.0427528675703859
1.0,2.0,Q6P179,960,1.0416666666666667
2.0,2.0,Q9UPY3,1922,1.040582726326743
1.0,2.0,Q9NVH2,962,1.0395010395010396
1.0,3.0,O60763,962,1.0395010395010396
1.0,0.0,Q9P0V3,963,1.0384215991692627
1.0,5.0,P51784,963,1.0384215991692627
1.0,5.0,Q6VY07,963,1.0384215991692627
1.0,0.0,O94829,963,1.0384215991692627
1.0,1.0,P33176,963,1.0384215991692627
4.0,5.0,Q9Y4A5,3859,1.0365379632029024
1.0,0.0,O75170,966,1.0351966873706004
5.0,4.0,O95714,4834,1.034340091021928
1.0,0.0,Q9HBX8,967,1.0341261633919339
2.0,0.0,B5MCY1,1934,1.0341261633919339
2.0,0.0,P13535,1937,1.0325245224574084
1.0,1.0,Q96H55,970,1.0309278350515465
1.0,2.0,O00444,970,1.0309278350515465
1.0,0.0,Q8N612,972,1.02880658436214
1.0,1.0,Q9P253,973,1.027749229188078
1.0,0.0,P32418,973,1.027749229188078
1.0,0.0,Q9H694,974,1.026694045174538
1.0,4.0,Q96A65,974,1.026694045174538
1.0,0.0,Q9BZ71,974,1.026694045174538
1.0,0.0,Q86W56,976,1.0245901639344264
2.0,4.0,Q6YHU6,1953,1.0240655401945724
1.0,0.0,O14490,977,1.0235414534288638
1.0,1.0,Q96PE3,977,1.0235414534288638
1.0,2.0,O75460,977,1.0235414534288638
2.0,0.0,Q96QU1,1955,1.023017902813299
1.0,0.0,Q6UB35,978,1.0224948875255624
1.0,2.0,Q6N043,979,1.021450459652707
1.0,1.0,P22670,979,1.021450459652707
1.0,2.0,Q8TD19,979,1.021450459652707
1.0,1.0,Q86T82,979,1.021450459652707
1.0,0.0,P86452,979,1.021450459652707
2.0,27.0,P35579,1960,1.0204081632653061
1.0,0.0,Q8NAT2,981,1.0193679918450562
1.0,0.0,Q13191,982,1.0183299389002036
1.0,0.0,O60237,982,1.0183299389002036
5.0,6.0,Q8NEZ4,4911,1.0181225819588677
2.0,2.0,Q8N1I0,1966,1.0172939979654119
2.0,0.0,Q9UPS6,1966,1.0172939979654119
1.0,0.0,Q8NDX5,983,1.0172939979654119
1.0,0.0,Q6IEE7,984,1.016260162601626
1.0,7.0,Q6PKC3,985,1.0152284263959392
1.0,1.0,Q9NRA8,985,1.0152284263959392
2.0,14.0,P24928,1970,1.0152284263959392
1.0,0.0,Q5JTZ9,985,1.0152284263959392
1.0,5.0,Q92974,986,1.0141987829614605
1.0,0.0,A0AUZ9,987,1.0131712259371835
1.0,0.0,P35523,988,1.0121457489878543
1.0,0.0,Q7RTR0,991,1.0090817356205852
1.0,0.0,O94762,991,1.0090817356205852
2.0,0.0,Q68DN1,1984,1.0080645161290323
1.0,2.0,Q92543,992,1.0080645161290323
1.0,0.0,Q8N8A2,993,1.0070493454179255
1.0,2.0,Q9UGR2,993,1.0070493454179255
1.0,1.0,P38935,993,1.0070493454179255
1.0,1.0,Q6ZNA4,994,1.006036217303823
1.0,5.0,Q75QN2,995,1.0050251256281408
2.0,1.0,Q8TF72,1996,1.002004008016032
1.0,0.0,P54753,998,1.002004008016032
2.0,0.0,Q9HC10,1997,1.00150225338007
1.0,2.0,O75150,1001,0.999000999000999
1.0,0.0,Q8N283,1001,0.999000999000999
1.0,1.0,Q7L7X3,1001,0.999000999000999
1.0,0.0,Q08379,1002,0.998003992015968
1.0,0.0,Q96JQ2,1002,0.998003992015968
2.0,7.0,A6NHR9,2005,0.997506234413965
1.0,6.0,Q9HCE1,1003,0.9970089730807576
1.0,0.0,Q9BXL6,1004,0.9960159362549801
3.0,4.0,O94915,3013,0.9956853634251577
3.0,0.0,Q9NYQ6,3014,0.9953550099535502
1.0,0.0,P29322,1005,0.9950248756218905
1.0,0.0,Q6UXY8,1006,0.9940357852882703
2.0,4.0,Q92621,2012,0.9940357852882703
1.0,4.0,O94832,1006,0.9940357852882703
1.0,0.0,Q15735,1006,0.9940357852882703
1.0,0.0,Q8IX07,1006,0.9940357852882703
1.0,0.0,Q9Y5I4,1007,0.9930486593843098
1.0,4.0,Q5T8P6,1007,0.9930486593843098
1.0,0.0,Q9Y467,1007,0.9930486593843098
1.0,0.0,Q5JZY3,1008,0.992063492063492
1.0,0.0,Q7Z2K8,1008,0.992063492063492
3.0,2.0,Q8IWI9,3026,0.9914077990746861
1.0,5.0,Q14527,1009,0.9910802775024776
1.0,1.0,Q9Y2E5,1009,0.9910802775024776
1.0,0.0,Q8WZA2,1011,0.9891196834817012
1.0,4.0,Q86W92,1011,0.9891196834817012
1.0,1.0,O43303,1012,0.9881422924901185
3.0,6.0,Q8TDJ6,3036,0.9881422924901185
1.0,5.0,O75665,1012,0.9881422924901185
1.0,1.0,Q9BVI0,1012,0.9881422924901185
1.0,3.0,Q9P1Z0,1013,0.9871668311944718
2.0,0.0,Q8IZD9,2030,0.9852216748768472
1.0,5.0,Q9BPX3,1015,0.9852216748768472
1.0,0.0,Q9Y6L7,1015,0.9852216748768472
1.0,1.0,Q9Y2M0,1017,0.9832841691248771
1.0,0.0,Q9UQ05,1017,0.9832841691248771
2.0,2.0,P51610,2035,0.9828009828009828
1.0,6.0,B0I1T2,1018,0.9823182711198427
1.0,0.0,P50993,1020,0.9803921568627451
3.0,2.0,Q99715,3063,0.9794319294809011
1.0,0.0,Q93033,1021,0.9794319294809011
1.0,0.0,Q02218,1023,0.9775171065493646
2.0,1.0,Q96HP0,2047,0.9770395701025891
1.0,9.0,Q53GL7,1025,0.975609756097561
1.0,8.0,Q9H0A0,1025,0.975609756097561
1.0,3.0,Q12882,1025,0.975609756097561
1.0,0.0,Q8IWV2,1026,0.9746588693957114
1.0,0.0,A4D0V7,1026,0.9746588693957114
1.0,1.0,P12109,1028,0.9727626459143969
1.0,0.0,O14709,1029,0.9718172983479105
1.0,0.0,Q9P2E2,1029,0.9718172983479105
1.0,0.0,Q9H2E6,1030,0.970873786407767
1.0,1.0,O14974,1030,0.970873786407767
4.0,30.0,P78527,4128,0.9689922480620154
1.0,0.0,Q9BWT7,1032,0.9689922480620154
1.0,0.0,Q12840,1032,0.9689922480620154
1.0,8.0,Q9NR96,1032,0.9689922480620154
3.0,1.0,O75962,3097,0.9686793671294801
1.0,10.0,Q86UV5,1035,0.966183574879227
1.0,0.0,Q07912,1038,0.9633911368015414
1.0,1.0,Q13873,1038,0.9633911368015414
1.0,0.0,Q05DH4,1040,0.9615384615384616
1.0,5.0,Q9NTJ4,1040,0.9615384615384616
1.0,0.0,Q6PJP8,1040,0.9615384615384616
3.0,0.0,P24043,3122,0.9609224855861628
1.0,5.0,Q96P70,1041,0.9606147934678194
1.0,4.0,P42285,1042,0.9596928982725528
1.0,0.0,Q9C0E4,1043,0.9587727708533077
1.0,4.0,O15294,1046,0.9560229445506692
1.0,0.0,O60284,1047,0.9551098376313276
1.0,3.0,O75362,1048,0.9541984732824427
1.0,1.0,P06756,1048,0.9541984732824427
1.0,0.0,Q9Y2H5,1048,0.9541984732824427
1.0,6.0,O60566,1050,0.9523809523809523
1.0,1.0,Q15034,1050,0.9523809523809523
1.0,0.0,O75385,1050,0.9523809523809523
1.0,0.0,Q6ZP01,1051,0.9514747859181732
1.0,2.0,P26006,1051,0.9514747859181732
6.0,0.0,Q8WXG9,6306,0.9514747859181732
1.0,0.0,O15084,1053,0.9496676163342831
1.0,0.0,O95625,1053,0.9496676163342831
1.0,0.0,Q2KHT3,1053,0.9496676163342831
2.0,1.0,Q2KJY2,2108,0.9487666034155597
1.0,1.0,O94887,1054,0.9487666034155597
2.0,10.0,Q12789,2109,0.948316737790422
1.0,0.0,Q9C0H9,1055,0.9478672985781991
1.0,0.0,Q9H3R0,1056,0.946969696969697
1.0,2.0,Q8NDX1,1056,0.946969696969697
2.0,0.0,Q6PIF6,2116,0.945179584120983
1.0,2.0,P57678,1058,0.945179584120983
1.0,0.0,Q66K74,1059,0.9442870632672333
1.0,2.0,Q6JQN1,1059,0.9442870632672333
1.0,0.0,Q5EBL2,1059,0.9442870632672333
1.0,3.0,Q9UPP1,1060,0.9433962264150944
1.0,0.0,Q96JE7,1060,0.9433962264150944
1.0,3.0,Q9P2N5,1060,0.9433962264150944
1.0,12.0,O00159,1063,0.9407337723424272
1.0,1.0,Q15334,1064,0.9398496240601504
1.0,1.0,Q9Y283,1065,0.9389671361502347
1.0,0.0,Q7RTR2,1065,0.9389671361502347
1.0,1.0,Q8TB72,1066,0.9380863039399625
1.0,0.0,Q96DN5,1066,0.9380863039399625
1.0,3.0,Q9ULJ6,1067,0.9372071227741331
1.0,1.0,Q9Y4F9,1068,0.9363295880149812
1.0,1.0,Q7Z3V4,1068,0.9363295880149812
1.0,1.0,Q5M775,1068,0.9363295880149812
1.0,1.0,Q9Y3P9,1069,0.9354536950420954
2.0,0.0,P0C091,2139,0.9350163627863488
1.0,1.0,O15063,1070,0.9345794392523364
1.0,0.0,P42338,1070,0.9345794392523364
1.0,0.0,Q5VV43,1072,0.9328358208955224
1.0,0.0,Q8NFY4,1073,0.9319664492078285
1.0,0.0,Q13393,1074,0.931098696461825
1.0,0.0,Q96JH8,1075,0.930232558139535
1.0,8.0,Q8WWM7,1075,0.930232558139535
1.0,1.0,O60524,1076,0.929368029739777
1.0,2.0,Q32MH5,1076,0.929368029739777
1.0,1.0,Q8NB46,1076,0.929368029739777
1.0,0.0,Q96RU2,1077,0.9285051067780873
1.0,5.0,Q13905,1077,0.9285051067780873
1.0,0.0,P41180,1078,0.9276437847866419
2.0,0.0,P48634,2157,0.9272137227630969
1.0,1.0,Q6AI39,1079,0.9267840593141798
1.0,0.0,Q9Y6R1,1079,0.9267840593141798
1.0,0.0,P51828,1080,0.9259259259259259
2.0,0.0,Q9Y566,2161,0.9254974548819991
1.0,1.0,Q63HK5,1081,0.9250693802035153
1.0,0.0,Q9ULD8,1083,0.9233610341643582
1.0,0.0,Q9C0H5,1083,0.9233610341643582
1.0,2.0,Q9UP95,1085,0.9216589861751152
1.0,3.0,O43683,1085,0.9216589861751152
1.0,5.0,O00267,1087,0.9199632014719411
